transaction_id,receipt_id,timestamp,scenario,customer_segment,channel,payment_method,subtotal,discount,tax,shipping,total,item_count,currency,receipt_image_path,receipt_text_hint
TX-RCPT-20251218-00050,RCPT-20251218-00050,2025-12-18T16:21:22,new_year_refresh,gamer,mobile_app,google_pay,128.95,6.45,12.25,15.99,150.74,2,USD,receipts/RCPT-20251218-00050.png,new year refresh bundle purchase
TX-RCPT-20251218-00051,RCPT-20251218-00051,2025-12-18T19:30:17,new_year_refresh,small_business,in_store_pickup,bank_transfer,305.95,9.18,29.68,0.00,326.45,5,USD,receipts/RCPT-20251218-00051.png,new year refresh bundle purchase
TX-RCPT-20251218-00052,RCPT-20251218-00052,2025-12-18T19:34:08,new_year_refresh,family,web,card,2228.00,0.00,222.80,0.00,2450.80,2,USD,receipts/RCPT-20251218-00052.png,new year refresh bundle purchase
TX-RCPT-20251218-00053,RCPT-20251218-00053,2025-12-18T15:30:28,new_year_refresh,family,web,card,1598.00,79.90,151.81,0.00,1669.91,2,USD,receipts/RCPT-20251218-00053.png,new year refresh bundle purchase
TX-RCPT-20251219-00054,RCPT-20251219-00054,2025-12-19T08:09:09,new_year_refresh,small_business,mobile_app,card,199.00,0.00,19.90,15.99,234.89,1,USD,receipts/RCPT-20251219-00054.png,new year refresh bundle purchase
TX-RCPT-20251219-00055,RCPT-20251219-00055,2025-12-19T21:37:27,new_year_refresh,family,in_store_pickup,bank_transfer,177.00,17.70,15.93,11.99,187.22,3,USD,receipts/RCPT-20251219-00055.png,new year refresh bundle purchase
TX-RCPT-20251219-00056,RCPT-20251219-00056,2025-12-19T14:28:44,new_year_refresh,small_business,mobile_app,google_pay,937.00,0.00,93.70,0.00,1030.70,3,USD,receipts/RCPT-20251219-00056.png,new year refresh bundle purchase
TX-RCPT-20251219-00057,RCPT-20251219-00057,2025-12-19T17:42:51,new_year_refresh,professional,mobile_app,card,118.00,3.54,11.45,15.99,141.90,2,USD,receipts/RCPT-20251219-00057.png,new year refresh bundle purchase
TX-RCPT-20251219-00058,RCPT-20251219-00058,2025-12-19T17:47:52,new_year_refresh,small_business,mobile_app,paypal,1578.00,78.90,149.91,0.00,1649.01,2,USD,receipts/RCPT-20251219-00058.png,new year refresh bundle purchase
TX-RCPT-20251219-00059,RCPT-20251219-00059,2025-12-19T12:01:05,new_year_refresh,professional,in_store_pickup,bank_transfer,1004.00,100.40,90.36,15.99,1009.95,6,USD,receipts/RCPT-20251219-00059.png,new year refresh bundle purchase
TX-RCPT-20251219-00060,RCPT-20251219-00060,2025-12-19T17:27:40,new_year_refresh,gamer,web,paypal,3671.10,110.13,356.10,0.00,3917.07,5,USD,receipts/RCPT-20251219-00060.png,new year refresh bundle purchase
TX-RCPT-20251219-00061,RCPT-20251219-00061,2025-12-19T18:25:52,new_year_refresh,small_business,web,paypal,237.00,23.70,21.33,11.99,246.62,3,USD,receipts/RCPT-20251219-00061.png,new year refresh bundle purchase
TX-RCPT-20251219-00062,RCPT-20251219-00062,2025-12-19T16:23:39,new_year_refresh,gamer,in_store_pickup,paypal,139.90,13.99,12.59,7.99,146.49,2,USD,receipts/RCPT-20251219-00062.png,new year refresh bundle purchase
TX-RCPT-20251219-00063,RCPT-20251219-00063,2025-12-19T20:15:45,new_year_refresh,professional,mobile_app,bank_transfer,128.95,0.00,12.89,15.99,157.83,2,USD,receipts/RCPT-20251219-00063.png,new year refresh bundle purchase
TX-RCPT-20251219-00064,RCPT-20251219-00064,2025-12-19T12:32:45,new_year_refresh,family,mobile_app,paypal,738.00,22.14,71.59,15.99,803.44,2,USD,receipts/RCPT-20251219-00064.png,new year refresh bundle purchase
TX-RCPT-20251219-00065,RCPT-20251219-00065,2025-12-19T20:50:54,new_year_refresh,gamer,mobile_app,bank_transfer,128.95,3.87,12.51,11.99,149.58,2,USD,receipts/RCPT-20251219-00065.png,new year refresh bundle purchase
TX-RCPT-20251219-00066,RCPT-20251219-00066,2025-12-19T13:35:48,new_year_refresh,small_business,mobile_app,paypal,1695.00,84.75,161.03,0.00,1771.28,5,USD,receipts/RCPT-20251219-00066.png,new year refresh bundle purchase
TX-RCPT-20251220-00067,RCPT-20251220-00067,2025-12-20T15:02:08,new_year_refresh,small_business,in_store_pickup,google_pay,2063.15,61.89,200.13,0.00,2201.39,4,USD,receipts/RCPT-20251220-00067.png,new year refresh bundle purchase
TX-RCPT-20251220-00068,RCPT-20251220-00068,2025-12-20T21:41:09,new_year_refresh,student,mobile_app,google_pay,2008.00,200.80,180.72,0.00,1987.92,2,USD,receipts/RCPT-20251220-00068.png,new year refresh bundle purchase
TX-RCPT-20251220-00069,RCPT-20251220-00069,2025-12-20T17:04:15,new_year_refresh,family,web,card,1097.80,109.78,98.80,7.99,1094.81,6,USD,receipts/RCPT-20251220-00069.png,new year refresh bundle purchase
TX-RCPT-20251220-00070,RCPT-20251220-00070,2025-12-20T12:22:23,new_year_refresh,gamer,web,apple_pay,4376.00,0.00,437.60,0.00,4813.60,4,USD,receipts/RCPT-20251220-00070.png,new year refresh bundle purchase
TX-RCPT-20251220-00071,RCPT-20251220-00071,2025-12-20T18:16:29,new_year_refresh,family,in_store_pickup,card,1067.00,32.01,103.50,0.00,1138.49,3,USD,receipts/RCPT-20251220-00071.png,new year refresh bundle purchase
TX-RCPT-20251220-00072,RCPT-20251220-00072,2025-12-20T17:19:40,new_year_refresh,gamer,in_store_pickup,google_pay,2858.00,142.90,271.51,0.00,2986.61,2,USD,receipts/RCPT-20251220-00072.png,new year refresh bundle purchase
TX-RCPT-20251220-00073,RCPT-20251220-00073,2025-12-20T17:18:44,new_year_refresh,family,web,paypal,2895.00,144.75,275.03,0.00,3025.28,3,USD,receipts/RCPT-20251220-00073.png,new year refresh bundle purchase
TX-RCPT-20251220-00074,RCPT-20251220-00074,2025-12-20T20:51:14,new_year_refresh,small_business,mobile_app,apple_pay,236.00,23.60,21.24,11.99,245.63,4,USD,receipts/RCPT-20251220-00074.png,new year refresh bundle purchase
TX-RCPT-20251220-00075,RCPT-20251220-00075,2025-12-20T22:18:20,new_year_refresh,gamer,web,apple_pay,765.10,38.26,72.68,7.99,807.51,3,USD,receipts/RCPT-20251220-00075.png,new year refresh bundle purchase
TX-RCPT-20251221-00076,RCPT-20251221-00076,2025-12-21T20:18:47,new_year_refresh,family,web,paypal,2546.00,254.60,229.14,0.00,2520.54,4,USD,receipts/RCPT-20251221-00076.png,new year refresh bundle purchase
TX-RCPT-20251221-00077,RCPT-20251221-00077,2025-12-21T14:00:16,new_year_refresh,small_business,web,paypal,236.00,11.80,22.42,0.00,246.62,4,USD,receipts/RCPT-20251221-00077.png,new year refresh bundle purchase
TX-RCPT-20251221-00078,RCPT-20251221-00078,2025-12-21T08:39:56,new_year_refresh,small_business,mobile_app,bank_transfer,2056.00,205.60,185.04,0.00,2035.44,4,USD,receipts/RCPT-20251221-00078.png,new year refresh bundle purchase
TX-RCPT-20251221-00079,RCPT-20251221-00079,2025-12-21T12:31:07,new_year_refresh,student,web,bank_transfer,2291.00,0.00,229.10,0.00,2520.10,4,USD,receipts/RCPT-20251221-00079.png,new year refresh bundle purchase
TX-RCPT-20251221-00080,RCPT-20251221-00080,2025-12-21T09:53:31,new_year_refresh,small_business,mobile_app,google_pay,118.00,3.54,11.45,15.99,141.90,2,USD,receipts/RCPT-20251221-00080.png,new year refresh bundle purchase
TX-RCPT-20251221-00081,RCPT-20251221-00081,2025-12-21T08:25:17,new_year_refresh,professional,web,paypal,1776.00,88.80,168.72,0.00,1855.92,4,USD,receipts/RCPT-20251221-00081.png,new year refresh bundle purchase
TX-RCPT-20251221-00082,RCPT-20251221-00082,2025-12-21T09:53:48,new_year_refresh,small_business,web,bank_transfer,1935.00,58.05,187.70,0.00,2064.65,5,USD,receipts/RCPT-20251221-00082.png,new year refresh bundle purchase
TX-RCPT-20251221-00083,RCPT-20251221-00083,2025-12-21T10:00:22,new_year_refresh,professional,in_store_pickup,google_pay,853.00,0.00,85.30,7.99,946.29,7,USD,receipts/RCPT-20251221-00083.png,new year refresh bundle purchase
TX-RCPT-20251221-00084,RCPT-20251221-00084,2025-12-21T15:49:23,new_year_refresh,small_business,in_store_pickup,card,159.00,0.00,15.90,11.99,186.89,1,USD,receipts/RCPT-20251221-00084.png,new year refresh bundle purchase
TX-RCPT-20251221-00085,RCPT-20251221-00085,2025-12-21T15:54:25,new_year_refresh,gamer,in_store_pickup,card,1028.00,0.00,102.80,0.00,1130.80,2,USD,receipts/RCPT-20251221-00085.png,new year refresh bundle purchase
TX-RCPT-20251221-00086,RCPT-20251221-00086,2025-12-21T14:38:33,new_year_refresh,family,mobile_app,bank_transfer,2554.15,127.71,242.64,0.00,2669.08,3,USD,receipts/RCPT-20251221-00086.png,new year refresh bundle purchase
TX-RCPT-20251221-00087,RCPT-20251221-00087,2025-12-21T14:26:46,new_year_refresh,student,mobile_app,paypal,59.00,1.77,5.72,11.99,74.94,1,USD,receipts/RCPT-20251221-00087.png,new year refresh bundle purchase
TX-RCPT-20251221-00088,RCPT-20251221-00088,2025-12-21T09:53:05,new_year_refresh,student,mobile_app,card,2257.00,0.00,225.70,0.00,2482.70,3,USD,receipts/RCPT-20251221-00088.png,new year refresh bundle purchase
TX-RCPT-20251221-00089,RCPT-20251221-00089,2025-12-21T21:58:46,new_year_refresh,student,mobile_app,bank_transfer,1681.00,168.10,151.29,0.00,1664.19,4,USD,receipts/RCPT-20251221-00089.png,new year refresh bundle purchase
TX-RCPT-20251222-00090,RCPT-20251222-00090,2025-12-22T21:35:23,new_year_refresh,student,mobile_app,bank_transfer,59.00,1.77,5.72,11.99,74.94,1,USD,receipts/RCPT-20251222-00090.png,new year refresh bundle purchase
TX-RCPT-20251222-00091,RCPT-20251222-00091,2025-12-22T08:11:17,new_year_refresh,family,mobile_app,google_pay,1503.15,75.16,142.80,0.00,1570.79,4,USD,receipts/RCPT-20251222-00091.png,new year refresh bundle purchase
TX-RCPT-20251222-00092,RCPT-20251222-00092,2025-12-22T14:26:29,new_year_refresh,family,web,google_pay,217.00,0.00,21.70,7.99,246.69,3,USD,receipts/RCPT-20251222-00092.png,new year refresh bundle purchase
TX-RCPT-20251222-00093,RCPT-20251222-00093,2025-12-22T10:10:48,new_year_refresh,small_business,web,card,1703.15,0.00,170.32,0.00,1873.47,2,USD,receipts/RCPT-20251222-00093.png,new year refresh bundle purchase
TX-RCPT-20251222-00094,RCPT-20251222-00094,2025-12-22T08:14:25,new_year_refresh,small_business,web,card,896.00,89.60,80.64,11.99,899.03,4,USD,receipts/RCPT-20251222-00094.png,new year refresh bundle purchase
TX-RCPT-20251222-00095,RCPT-20251222-00095,2025-12-22T15:47:27,new_year_refresh,professional,web,paypal,237.00,11.85,22.52,0.00,247.67,3,USD,receipts/RCPT-20251222-00095.png,new year refresh bundle purchase
TX-RCPT-20251222-00096,RCPT-20251222-00096,2025-12-22T14:45:40,new_year_refresh,gamer,mobile_app,card,1066.95,53.35,101.36,15.99,1130.95,4,USD,receipts/RCPT-20251222-00096.png,new year refresh bundle purchase
TX-RCPT-20251222-00097,RCPT-20251222-00097,2025-12-22T11:27:37,new_year_refresh,gamer,in_store_pickup,card,177.00,0.00,17.70,7.99,202.69,3,USD,receipts/RCPT-20251222-00097.png,new year refresh bundle purchase
TX-RCPT-20251222-00098,RCPT-20251222-00098,2025-12-22T16:32:12,new_year_refresh,family,mobile_app,apple_pay,2572.00,0.00,257.20,0.00,2829.20,3,USD,receipts/RCPT-20251222-00098.png,new year refresh bundle purchase
TX-RCPT-20251222-00099,RCPT-20251222-00099,2025-12-22T20:40:31,new_year_refresh,gamer,in_store_pickup,bank_transfer,59.00,0.00,5.90,0.00,64.90,1,USD,receipts/RCPT-20251222-00099.png,new year refresh bundle purchase
TX-RCPT-20251222-00100,RCPT-20251222-00100,2025-12-22T17:03:22,new_year_refresh,small_business,web,google_pay,906.00,90.60,81.54,11.99,908.93,4,USD,receipts/RCPT-20251222-00100.png,new year refresh bundle purchase
TX-RCPT-20251223-00101,RCPT-20251223-00101,2025-12-23T14:29:37,new_year_refresh,small_business,in_store_pickup,card,59.00,0.00,5.90,15.99,80.89,1,USD,receipts/RCPT-20251223-00101.png,new year refresh bundle purchase
TX-RCPT-20251223-00102,RCPT-20251223-00102,2025-12-23T19:05:32,new_year_refresh,professional,web,apple_pay,2436.95,121.85,231.51,0.00,2546.61,4,USD,receipts/RCPT-20251223-00102.png,new year refresh bundle purchase
TX-RCPT-20251223-00103,RCPT-20251223-00103,2025-12-23T20:40:41,new_year_refresh,family,web,google_pay,3426.00,0.00,342.60,0.00,3768.60,4,USD,receipts/RCPT-20251223-00103.png,new year refresh bundle purchase
TX-RCPT-20251223-00104,RCPT-20251223-00104,2025-12-23T18:44:42,new_year_refresh,gamer,web,bank_transfer,798.00,23.94,77.41,11.99,863.46,2,USD,receipts/RCPT-20251223-00104.png,new year refresh bundle purchase
TX-RCPT-20251223-00105,RCPT-20251223-00105,2025-12-23T16:23:01,new_year_refresh,family,mobile_app,apple_pay,279.80,0.00,27.98,11.99,319.77,4,USD,receipts/RCPT-20251223-00105.png,new year refresh bundle purchase
TX-RCPT-20251223-00106,RCPT-20251223-00106,2025-12-23T16:49:34,new_year_refresh,small_business,web,google_pay,158.00,7.90,15.01,7.99,173.10,2,USD,receipts/RCPT-20251223-00106.png,new year refresh bundle purchase
TX-RCPT-20251223-00107,RCPT-20251223-00107,2025-12-23T19:15:28,new_year_refresh,small_business,mobile_app,paypal,1088.00,0.00,108.80,15.99,1212.79,2,USD,receipts/RCPT-20251223-00107.png,new year refresh bundle purchase
TX-RCPT-20251223-00108,RCPT-20251223-00108,2025-12-23T20:24:32,new_year_refresh,small_business,mobile_app,apple_pay,817.00,81.70,73.53,11.99,820.82,3,USD,receipts/RCPT-20251223-00108.png,new year refresh bundle purchase
TX-RCPT-20251223-00109,RCPT-20251223-00109,2025-12-23T20:10:17,new_year_refresh,gamer,in_store_pickup,apple_pay,1085.95,0.00,108.60,0.00,1194.55,5,USD,receipts/RCPT-20251223-00109.png,new year refresh bundle purchase
TX-RCPT-20251223-00110,RCPT-20251223-00110,2025-12-23T16:23:15,new_year_refresh,gamer,web,google_pay,118.00,11.80,10.62,0.00,116.82,2,USD,receipts/RCPT-20251223-00110.png,new year refresh bundle purchase
TX-RCPT-20251223-00111,RCPT-20251223-00111,2025-12-23T21:30:44,new_year_refresh,professional,in_store_pickup,paypal,118.00,0.00,11.80,0.00,129.80,2,USD,receipts/RCPT-20251223-00111.png,new year refresh bundle purchase
TX-RCPT-20251223-00112,RCPT-20251223-00112,2025-12-23T12:15:19,new_year_refresh,student,web,apple_pay,1148.00,114.80,103.32,0.00,1136.52,2,USD,receipts/RCPT-20251223-00112.png,new year refresh bundle purchase
TX-RCPT-20251223-00113,RCPT-20251223-00113,2025-12-23T13:15:36,new_year_refresh,gamer,web,card,926.95,46.35,88.06,15.99,984.65,4,USD,receipts/RCPT-20251223-00113.png,new year refresh bundle purchase
TX-RCPT-20251224-00114,RCPT-20251224-00114,2025-12-24T19:01:22,new_year_refresh,student,mobile_app,apple_pay,3331.15,166.56,316.46,0.00,3481.05,4,USD,receipts/RCPT-20251224-00114.png,new year refresh bundle purchase
TX-RCPT-20251224-00115,RCPT-20251224-00115,2025-12-24T18:11:51,new_year_refresh,professional,web,paypal,1646.95,164.70,148.22,0.00,1630.47,4,USD,receipts/RCPT-20251224-00115.png,new year refresh bundle purchase
TX-RCPT-20251224-00116,RCPT-20251224-00116,2025-12-24T15:16:02,new_year_refresh,professional,mobile_app,google_pay,237.00,11.85,22.52,15.99,263.66,3,USD,receipts/RCPT-20251224-00116.png,new year refresh bundle purchase
TX-RCPT-20251224-00117,RCPT-20251224-00117,2025-12-24T22:24:21,new_year_refresh,professional,mobile_app,paypal,1967.00,196.70,177.03,0.00,1947.33,3,USD,receipts/RCPT-20251224-00117.png,new year refresh bundle purchase
TX-RCPT-20251224-00118,RCPT-20251224-00118,2025-12-24T16:18:20,new_year_refresh,student,web,google_pay,2172.00,65.16,210.68,0.00,2317.52,3,USD,receipts/RCPT-20251224-00118.png,new year refresh bundle purchase
