"snapshot","state","tracked","area","path","proposed_disposition","rationale"
"2026-08-10T13:00:02+10:00"," M","True","frontend","frontend/e2e/market-adaptation.spec.ts","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","frontend","frontend/e2e/qualified-commercial-journey.spec.ts","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","frontend","frontend/e2e/semantic-resolution-journey.spec.ts","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","frontend","frontend/src/components/DecisionTrace.tsx","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","frontend","frontend/src/components/ImageRecommendPanel.tsx","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","frontend","frontend/src/components/ProductWhyEvidence.tsx","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","frontend","frontend/src/components/SplitFulfillmentCard.tsx","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","frontend","frontend/src/components/__tests__/ProductWhyEvidence.test.tsx","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","frontend","frontend/src/components/__tests__/SplitFulfillmentCard.test.tsx","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","frontend","frontend/vite.config.ts","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","scripts","scripts/latency_attribution.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","scripts","scripts/run_syslog_listener.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","scripts","scripts/seal_relevance_labels.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","scripts","scripts/seed_gaming_laptops.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","scripts","scripts/tool_bridge.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/adapters/official_requirements_httpx.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/config.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/contracts/suggest_contract.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/main.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/observability/metrics.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/routers/auth.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/routers/cart.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/routers/cart_mutations.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/routers/fulfillment_cases.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/routers/payments.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/routers/security_integrations.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/security/dread_scorer.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/security/email_forensics_snapshots.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/security/email_sender_trust.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/security/framework_correlation.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/security/idempotency.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/security/maestro_boundaries.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/security/observer.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/security/security_event_ingest.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/security/supplier_baseline.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/security/telemetry_emit.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/security/thread_conversation_graph.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/security/threshold_tuning.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/services/audit_chain.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/services/cart_mutation_service.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/services/connectors/product_capability_evidence.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/services/cv_ocr.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/services/cv_vision_ollama.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/services/demand_allocation.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/services/evidence_orchestrator.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/services/external_evidence_claims.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/services/geoip.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/services/image_downscale.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/services/procurement_payment_consequences.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/services/query_decomposer.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/services/recommend_fulfillment_stage.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/services/recommendation_core/cart_compound_response.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/services/recommendation_core/cart_resolver.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/services/recommendation_core/core.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/services/recommendation_core/fit.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/services/recommendation_core/gates.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/services/recommendation_core/legacy_adapter.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/services/recommendation_core/product_fit_explanation.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/services/recommendation_core/requirement_compiler.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/services/recommendation_core/turn_router.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/services/recommendation_facade.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/services/recommendation_postflight.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/services/recommendation_response_finalizer.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/services/registry.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/services/relevance_label_seal.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/services/research_provider_registry.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/services/returns.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/services/semantic_cache.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/services/shadow_actions.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/services/supplier_domain_guard.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/services/syslog_listener.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","src","src/app/tools/runner.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","start_demo.ps1","start_demo.ps1","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","tests","tests/adapters/test_official_requirements_httpx.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","tests","tests/golden/relevance_labels.json","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","tests","tests/integration/test_chat_multimodal_trace_events.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","tests","tests/integration/test_fulfillment_api.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","tests","tests/pw/test_storefront_chat_with_admin_flow.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","tests","tests/security/test_maestro_all_agents.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","tests","tests/services/test_cart_resolver.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","tests","tests/services/test_demand_allocation.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","tests","tests/services/test_evidence_orchestrator.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","tests","tests/services/test_external_evidence_claims.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","tests","tests/services/test_procurement_payment_consequences.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","tests","tests/services/test_product_capability_evidence.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","tests","tests/services/test_query_decomposer.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","tests","tests/services/test_recommendation_core_brain.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","tests","tests/services/test_recommendation_core_envelope.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","tests","tests/services/test_recommendation_core_gates.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","tests","tests/services/test_recommendation_core_stages.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","tests","tests/services/test_recommendation_facade_cart.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","tests","tests/services/test_recommendation_postflight.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","tests","tests/services/test_recommendation_response_finalizer.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","tests","tests/services/test_relevance_label_seal.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","tests","tests/services/test_requirement_compiler.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","tests","tests/services/test_research_provider_registry.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","tests","tests/services/test_router_prewarm.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","tests","tests/services/test_router_refine.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","tests","tests/services/test_shadow_actions.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","tests","tests/services/test_turn_router_clarification.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","tests","tests/test_cart_mutation_service.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","tests","tests/test_cart_mutations_endpoint.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","tests","tests/test_cart_stock_gates.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","tests","tests/test_security_llm_top10.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","tests","tests/test_security_pci_detection.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00"," M","True","tests","tests/unit/test_geoip_contract.py","preserve_review_required","Tracked user or historical change; inspect diff and commit by bounded owner slice."
"2026-08-10T13:00:02+10:00","??","False",".dockerignore",".dockerignore","implementation_review","Potential source/test/config dependency; validate and commit only with its focused slice."
"2026-08-10T13:00:02+10:00","??","False",".github",".github/workflows/publish-cloud-images.yml","implementation_review","Potential source/test/config dependency; validate and commit only with its focused slice."
"2026-08-10T13:00:02+10:00","??","False","admin-3001-market-intel-audit.png","admin-3001-market-intel-audit.png","evidence_archive_candidate","Potential demo or test evidence; curate into a named evidence bundle before cleanup."
"2026-08-10T13:00:02+10:00","??","False","digital-twin-five-turn-research-trace-2026-08-06.png","digital-twin-five-turn-research-trace-2026-08-06.png","evidence_archive_candidate","Potential demo or test evidence; curate into a named evidence bundle before cleanup."
"2026-08-10T13:00:02+10:00","??","False","docs","docs/2026-08-08 laptop-products-aug.txt","preserve_archive_review","Untracked documentation; review for canonical, archive, or superseded status."
"2026-08-10T13:00:02+10:00","??","False","docs","docs/SHOPSQUIRE_AMBIGUOUS_PROCUREMENT_EXECUTION_STATUS_2026-08-08.md","preserve_archive_review","Untracked documentation; review for canonical, archive, or superseded status."
"2026-08-10T13:00:02+10:00","??","False","docs","docs/SHOPSQUIRE_CACHERAG_AND_TEMPORAL_ASSESSMENT_2026-08-02.md","preserve_archive_review","Untracked documentation; review for canonical, archive, or superseded status."
"2026-08-10T13:00:02+10:00","??","False","docs","docs/SHOPSQUIRE_CART_EXPLAIN_UX_ASSESSMENT_2026-08-08.md","preserve_archive_review","Untracked documentation; review for canonical, archive, or superseded status."
"2026-08-10T13:00:02+10:00","??","False","docs","docs/SHOPSQUIRE_CART_EXPLAIN_UX_RESOLUTION_2026-08-08.md","preserve_archive_review","Untracked documentation; review for canonical, archive, or superseded status."
"2026-08-10T13:00:02+10:00","??","False","docs","docs/SHOPSQUIRE_CRM_LANDSCAPE_AND_ADJACENCY_2026-07-28.md","preserve_archive_review","Untracked documentation; review for canonical, archive, or superseded status."
"2026-08-10T13:00:02+10:00","??","False","docs","docs/SHOPSQUIRE_DAVID_FEEDBACK_RESPONSE_AND_VIDEO_PLAN_2026-07-30.md","preserve_archive_review","Untracked documentation; review for canonical, archive, or superseded status."
"2026-08-10T13:00:02+10:00","??","False","docs","docs/SHOPSQUIRE_DELTA_AND_CANONICAL_SEMANTICS_2026-07-28.md","preserve_archive_review","Untracked documentation; review for canonical, archive, or superseded status."
"2026-08-10T13:00:02+10:00","??","False","docs","docs/SHOPSQUIRE_DELTA_COMPETITIVE_AND_SHOWCASE_2026-08-02.md","preserve_archive_review","Untracked documentation; review for canonical, archive, or superseded status."
"2026-08-10T13:00:02+10:00","??","False","docs","docs/SHOPSQUIRE_DELTA_RETEST_2026-08-08.md","preserve_archive_review","Untracked documentation; review for canonical, archive, or superseded status."
"2026-08-10T13:00:02+10:00","??","False","docs","docs/SHOPSQUIRE_DEMO_BUILD_HANDOFF_2026-07-24.md","preserve_archive_review","Untracked documentation; review for canonical, archive, or superseded status."
"2026-08-10T13:00:02+10:00","??","False","docs","docs/SHOPSQUIRE_DEMO_TRIGGERS_AND_SOURCING_THESIS_2026-08-02.md","preserve_archive_review","Untracked documentation; review for canonical, archive, or superseded status."
"2026-08-10T13:00:02+10:00","??","False","docs","docs/SHOPSQUIRE_DISCOVERY_OPTIONS_DECISION_2026-08-09.md","preserve_archive_review","Untracked documentation; review for canonical, archive, or superseded status."
"2026-08-10T13:00:02+10:00","??","False","docs","docs/SHOPSQUIRE_EVIDENCE_COVERAGE_ROADMAP_2026-08-08.md","preserve_archive_review","Untracked documentation; review for canonical, archive, or superseded status."
"2026-08-10T13:00:02+10:00","??","False","docs","docs/SHOPSQUIRE_EXEC_METRICS_GAP_2026-07-24.md","preserve_archive_review","Untracked documentation; review for canonical, archive, or superseded status."
"2026-08-10T13:00:02+10:00","??","False","docs","docs/SHOPSQUIRE_EXTERNAL_SEARCH_DIAGNOSIS_2026-08-09.md","preserve_archive_review","Untracked documentation; review for canonical, archive, or superseded status."
"2026-08-10T13:00:02+10:00","??","False","docs","docs/SHOPSQUIRE_FULL_CAPABILITY_DEEPDIVE_2026-08-02.md","preserve_archive_review","Untracked documentation; review for canonical, archive, or superseded status."
"2026-08-10T13:00:02+10:00","??","False","docs","docs/SHOPSQUIRE_GOVERNED_DEGRADATION_ARCHITECTURE_2026-08-09.md","preserve_archive_review","Untracked documentation; review for canonical, archive, or superseded status."
"2026-08-10T13:00:02+10:00","??","False","docs","docs/SHOPSQUIRE_HYBRID_EDGE_DEPLOYMENT_2026-07-29.md","preserve_archive_review","Untracked documentation; review for canonical, archive, or superseded status."
"2026-08-10T13:00:02+10:00","??","False","docs","docs/SHOPSQUIRE_NARRATIVE_AND_STAKEHOLDER_DECK_2026-08-01.md","preserve_archive_review","Untracked documentation; review for canonical, archive, or superseded status."
"2026-08-10T13:00:02+10:00","??","False","docs","docs/SHOPSQUIRE_RESEARCH_ADJUDICATION_AND_NARRATION_ROADMAP_2026-08-08.md","preserve_archive_review","Untracked documentation; review for canonical, archive, or superseded status."
"2026-08-10T13:00:02+10:00","??","False","docs","docs/SHOPSQUIRE_RESEARCH_ARCHITECTURE_ROADMAP_2026-08-07.md","preserve_archive_review","Untracked documentation; review for canonical, archive, or superseded status."
"2026-08-10T13:00:02+10:00","??","False","docs","docs/SHOPSQUIRE_RESEARCH_TRIGGER_FINDINGS_2026-08-07.md","preserve_archive_review","Untracked documentation; review for canonical, archive, or superseded status."
"2026-08-10T13:00:02+10:00","??","False","docs","docs/SHOPSQUIRE_ROUTING_ARCHITECTURE_DIAGRAM_2026-08-02.md","preserve_archive_review","Untracked documentation; review for canonical, archive, or superseded status."
"2026-08-10T13:00:02+10:00","??","False","docs","docs/SHOPSQUIRE_SEARCH_RELIABILITY_VERDICT_2026-08-09.md","preserve_archive_review","Untracked documentation; review for canonical, archive, or superseded status."
"2026-08-10T13:00:02+10:00","??","False","docs","docs/SHOPSQUIRE_SECOND_VERTICAL_CONNECTOR_ROADMAP_2026-07-26.md","preserve_archive_review","Untracked documentation; review for canonical, archive, or superseded status."
"2026-08-10T13:00:02+10:00","??","False","docs","docs/SHOPSQUIRE_SECURITY_CORPUS_AND_TRACE_UX_2026-08-01.md","preserve_archive_review","Untracked documentation; review for canonical, archive, or superseded status."
"2026-08-10T13:00:02+10:00","??","False","docs","docs/SHOPSQUIRE_SELFHOSTED_PIVOT_AND_POSITIONING_2026-07-28.md","preserve_archive_review","Untracked documentation; review for canonical, archive, or superseded status."
"2026-08-10T13:00:02+10:00","??","False","docs","docs/SHOPSQUIRE_STATE_OF_THE_PLATFORM_2026-07-29.md","preserve_archive_review","Untracked documentation; review for canonical, archive, or superseded status."
"2026-08-10T13:00:02+10:00","??","False","docs","docs/SHOPSQUIRE_SWOT_PESTEL_AND_DEFENSIBILITY_2026-07-29.md","preserve_archive_review","Untracked documentation; review for canonical, archive, or superseded status."
"2026-08-10T13:00:02+10:00","??","False","docs","docs/SHOPSQUIRE_V2_ROUTING_CHAT_UX_LATENCY_2026-07-22.md","preserve_archive_review","Untracked documentation; review for canonical, archive, or superseded status."
"2026-08-10T13:00:02+10:00","??","False","docs","docs/SHOPSQUIRE_WORKLOAD_FIT_EXECUTION_STATUS_2026-08-08.md","preserve_archive_review","Untracked documentation; review for canonical, archive, or superseded status."
"2026-08-10T13:00:02+10:00","??","False","docs","docs/SHOPSQUIRE_WORKLOAD_FIT_NARRATION_ROADMAP_2026-08-08.md","preserve_archive_review","Untracked documentation; review for canonical, archive, or superseded status."
