transaction_id,receipt_id,timestamp,scenario,customer_segment,channel,payment_method,subtotal,discount,tax,shipping,total,item_count,currency,receipt_image_path,receipt_text_hint
TX-RCPT-20260103-00021,RCPT-20260103-00021,2026-01-03T16:02:53,new_year_refresh,family,in_store_pickup,bank_transfer,1623.00,48.69,157.43,0.00,1731.74,2,USD,receipts/RCPT-20260103-00021.png,new year refresh bundle purchase
TX-RCPT-20260103-00022,RCPT-20260103-00022,2026-01-03T22:55:26,new_year_refresh,small_business,in_store_pickup,apple_pay,927.95,0.00,92.80,15.99,1036.74,3,USD,receipts/RCPT-20260103-00022.png,new year refresh bundle purchase
TX-RCPT-20260103-00023,RCPT-20260103-00023,2026-01-03T20:44:06,new_year_refresh,gamer,web,paypal,932.00,27.96,90.40,0.00,994.44,8,USD,receipts/RCPT-20260103-00023.png,new year refresh bundle purchase
TX-RCPT-20260103-00024,RCPT-20260103-00024,2026-01-03T21:04:49,new_year_refresh,family,mobile_app,bank_transfer,148.95,4.47,14.45,11.99,170.92,2,USD,receipts/RCPT-20260103-00024.png,new year refresh bundle purchase
TX-RCPT-20260103-00025,RCPT-20260103-00025,2026-01-03T20:20:27,new_year_refresh,small_business,in_store_pickup,card,1136.85,113.69,102.32,0.00,1125.48,6,USD,receipts/RCPT-20260103-00025.png,new year refresh bundle purchase
TX-RCPT-20260103-00026,RCPT-20260103-00026,2026-01-03T13:27:04,new_year_refresh,family,in_store_pickup,google_pay,2265.00,67.95,219.71,0.00,2416.76,5,USD,receipts/RCPT-20260103-00026.png,new year refresh bundle purchase
TX-RCPT-20260103-00027,RCPT-20260103-00027,2026-01-03T17:36:19,new_year_refresh,gamer,in_store_pickup,card,1066.95,106.70,96.03,7.99,1064.27,4,USD,receipts/RCPT-20260103-00027.png,new year refresh bundle purchase
TX-RCPT-20260103-00028,RCPT-20260103-00028,2026-01-03T15:50:57,new_year_refresh,professional,in_store_pickup,card,128.95,12.89,11.61,15.99,143.66,2,USD,receipts/RCPT-20260103-00028.png,new year refresh bundle purchase
TX-RCPT-20260104-00029,RCPT-20260104-00029,2026-01-04T11:51:12,new_year_refresh,professional,web,card,1498.00,74.90,142.31,0.00,1565.41,2,USD,receipts/RCPT-20260104-00029.png,new year refresh bundle purchase
TX-RCPT-20260104-00030,RCPT-20260104-00030,2026-01-04T10:41:44,new_year_refresh,student,web,paypal,4536.00,136.08,439.99,0.00,4839.91,4,USD,receipts/RCPT-20260104-00030.png,new year refresh bundle purchase
TX-RCPT-20260104-00031,RCPT-20260104-00031,2026-01-04T15:08:51,new_year_refresh,gamer,in_store_pickup,bank_transfer,59.00,1.77,5.72,7.99,70.94,1,USD,receipts/RCPT-20260104-00031.png,new year refresh bundle purchase
TX-RCPT-20260104-00032,RCPT-20260104-00032,2026-01-04T21:40:17,new_year_refresh,small_business,mobile_app,apple_pay,2780.30,83.41,269.69,0.00,2966.58,4,USD,receipts/RCPT-20260104-00032.png,new year refresh bundle purchase
TX-RCPT-20260104-00033,RCPT-20260104-00033,2026-01-04T11:24:44,new_year_refresh,professional,in_store_pickup,apple_pay,828.00,0.00,82.80,0.00,910.80,2,USD,receipts/RCPT-20260104-00033.png,new year refresh bundle purchase
TX-RCPT-20260104-00034,RCPT-20260104-00034,2026-01-04T14:30:00,new_year_refresh,family,mobile_app,paypal,306.95,0.00,30.70,15.99,353.64,4,USD,receipts/RCPT-20260104-00034.png,new year refresh bundle purchase
TX-RCPT-20260104-00035,RCPT-20260104-00035,2026-01-04T13:42:43,new_year_refresh,gamer,in_store_pickup,apple_pay,828.00,82.80,74.52,11.99,831.71,2,USD,receipts/RCPT-20260104-00035.png,new year refresh bundle purchase
TX-RCPT-20260104-00036,RCPT-20260104-00036,2026-01-04T10:55:29,new_year_refresh,professional,web,google_pay,2606.00,260.60,234.54,0.00,2579.94,4,USD,receipts/RCPT-20260104-00036.png,new year refresh bundle purchase
TX-RCPT-20260104-00037,RCPT-20260104-00037,2026-01-04T12:53:05,new_year_refresh,gamer,web,bank_transfer,209.85,10.49,19.94,11.99,231.29,3,USD,receipts/RCPT-20260104-00037.png,new year refresh bundle purchase
TX-RCPT-20260105-00038,RCPT-20260105-00038,2026-01-05T10:30:42,new_year_refresh,student,in_store_pickup,apple_pay,217.00,0.00,21.70,7.99,246.69,3,USD,receipts/RCPT-20260105-00038.png,new year refresh bundle purchase
TX-RCPT-20260105-00039,RCPT-20260105-00039,2026-01-05T20:52:10,new_year_refresh,family,web,bank_transfer,1630.15,0.00,163.02,0.00,1793.17,2,USD,receipts/RCPT-20260105-00039.png,new year refresh bundle purchase
TX-RCPT-20260105-00040,RCPT-20260105-00040,2026-01-05T19:49:19,new_year_refresh,small_business,web,bank_transfer,2206.00,0.00,220.60,0.00,2426.60,4,USD,receipts/RCPT-20260105-00040.png,new year refresh bundle purchase
TX-RCPT-20260105-00041,RCPT-20260105-00041,2026-01-05T14:23:40,new_year_refresh,gamer,in_store_pickup,apple_pay,128.95,12.89,11.61,7.99,135.66,2,USD,receipts/RCPT-20260105-00041.png,new year refresh bundle purchase
TX-RCPT-20260105-00042,RCPT-20260105-00042,2026-01-05T17:17:20,new_year_refresh,professional,web,google_pay,59.00,5.90,5.31,15.99,74.40,1,USD,receipts/RCPT-20260105-00042.png,new year refresh bundle purchase
TX-RCPT-20260105-00043,RCPT-20260105-00043,2026-01-05T11:22:51,new_year_refresh,family,mobile_app,google_pay,128.95,6.45,12.25,0.00,134.75,2,USD,receipts/RCPT-20260105-00043.png,new year refresh bundle purchase
TX-RCPT-20260105-00044,RCPT-20260105-00044,2026-01-05T15:50:01,new_year_refresh,student,mobile_app,apple_pay,1227.00,122.70,110.43,0.00,1214.73,3,USD,receipts/RCPT-20260105-00044.png,new year refresh bundle purchase
TX-RCPT-20260105-00045,RCPT-20260105-00045,2026-01-05T12:14:07,new_year_refresh,professional,mobile_app,card,885.00,88.50,79.65,0.00,876.15,5,USD,receipts/RCPT-20260105-00045.png,new year refresh bundle purchase
TX-RCPT-20260105-00046,RCPT-20260105-00046,2026-01-05T12:14:23,new_year_refresh,professional,mobile_app,card,279.80,13.99,26.58,7.99,300.38,4,USD,receipts/RCPT-20260105-00046.png,new year refresh bundle purchase
TX-RCPT-20260105-00047,RCPT-20260105-00047,2026-01-05T08:36:18,new_year_refresh,gamer,mobile_app,paypal,138.00,13.80,12.42,0.00,136.62,2,USD,receipts/RCPT-20260105-00047.png,new year refresh bundle purchase
TX-RCPT-20260105-00048,RCPT-20260105-00048,2026-01-05T08:09:09,new_year_refresh,small_business,mobile_app,card,148.95,0.00,14.89,15.99,179.83,2,USD,receipts/RCPT-20260105-00048.png,new year refresh bundle purchase
TX-RCPT-20260106-00049,RCPT-20260106-00049,2026-01-06T12:55:37,new_year_refresh,gamer,mobile_app,bank_transfer,828.00,82.80,74.52,11.99,831.71,2,USD,receipts/RCPT-20260106-00049.png,new year refresh bundle purchase
TX-RCPT-20260106-00050,RCPT-20260106-00050,2026-01-06T14:28:44,new_year_refresh,small_business,mobile_app,google_pay,937.00,0.00,93.70,0.00,1030.70,3,USD,receipts/RCPT-20260106-00050.png,new year refresh bundle purchase
TX-RCPT-20260106-00051,RCPT-20260106-00051,2026-01-06T17:42:51,new_year_refresh,professional,mobile_app,card,118.00,3.54,11.45,15.99,141.90,2,USD,receipts/RCPT-20260106-00051.png,new year refresh bundle purchase
TX-RCPT-20260106-00052,RCPT-20260106-00052,2026-01-06T17:47:52,new_year_refresh,small_business,mobile_app,paypal,1578.00,78.90,149.91,0.00,1649.01,2,USD,receipts/RCPT-20260106-00052.png,new year refresh bundle purchase
TX-RCPT-20260106-00053,RCPT-20260106-00053,2026-01-06T12:01:05,new_year_refresh,professional,in_store_pickup,bank_transfer,1004.00,100.40,90.36,15.99,1009.95,6,USD,receipts/RCPT-20260106-00053.png,new year refresh bundle purchase
TX-RCPT-20260106-00054,RCPT-20260106-00054,2026-01-06T17:27:40,new_year_refresh,gamer,web,paypal,3671.10,110.13,356.10,0.00,3917.07,5,USD,receipts/RCPT-20260106-00054.png,new year refresh bundle purchase
TX-RCPT-20260106-00055,RCPT-20260106-00055,2026-01-06T18:25:52,new_year_refresh,small_business,web,paypal,237.00,23.70,21.33,11.99,246.62,3,USD,receipts/RCPT-20260106-00055.png,new year refresh bundle purchase
TX-RCPT-20260106-00056,RCPT-20260106-00056,2026-01-06T16:23:39,new_year_refresh,gamer,in_store_pickup,paypal,139.90,13.99,12.59,7.99,146.49,2,USD,receipts/RCPT-20260106-00056.png,new year refresh bundle purchase
TX-RCPT-20260106-00057,RCPT-20260106-00057,2026-01-06T20:15:45,new_year_refresh,professional,mobile_app,bank_transfer,128.95,0.00,12.89,15.99,157.83,2,USD,receipts/RCPT-20260106-00057.png,new year refresh bundle purchase
TX-RCPT-20260106-00058,RCPT-20260106-00058,2026-01-06T12:32:45,new_year_refresh,family,mobile_app,paypal,738.00,22.14,71.59,15.99,803.44,2,USD,receipts/RCPT-20260106-00058.png,new year refresh bundle purchase
TX-RCPT-20260106-00059,RCPT-20260106-00059,2026-01-06T20:50:54,new_year_refresh,gamer,mobile_app,bank_transfer,128.95,3.87,12.51,11.99,149.58,2,USD,receipts/RCPT-20260106-00059.png,new year refresh bundle purchase
TX-RCPT-20260107-00060,RCPT-20260107-00060,2026-01-07T13:21:35,new_year_refresh,small_business,mobile_app,paypal,118.00,3.54,11.45,11.99,137.90,2,USD,receipts/RCPT-20260107-00060.png,new year refresh bundle purchase
TX-RCPT-20260107-00061,RCPT-20260107-00061,2026-01-07T13:47:30,new_year_refresh,gamer,mobile_app,apple_pay,2597.00,0.00,259.70,0.00,2856.70,3,USD,receipts/RCPT-20260107-00061.png,new year refresh bundle purchase
TX-RCPT-20260107-00062,RCPT-20260107-00062,2026-01-07T14:55:41,new_year_refresh,professional,web,paypal,3676.00,110.28,356.57,0.00,3922.29,4,USD,receipts/RCPT-20260107-00062.png,new year refresh bundle purchase
TX-RCPT-20260107-00063,RCPT-20260107-00063,2026-01-07T19:56:48,new_year_refresh,gamer,in_store_pickup,card,338.80,33.88,30.49,15.99,351.40,5,USD,receipts/RCPT-20260107-00063.png,new year refresh bundle purchase
TX-RCPT-20260107-00064,RCPT-20260107-00064,2026-01-07T20:40:45,new_year_refresh,student,mobile_app,apple_pay,279.80,0.00,27.98,7.99,315.77,4,USD,receipts/RCPT-20260107-00064.png,new year refresh bundle purchase
TX-RCPT-20260107-00065,RCPT-20260107-00065,2026-01-07T17:43:50,new_year_refresh,professional,web,apple_pay,3022.00,302.20,271.98,0.00,2991.78,3,USD,receipts/RCPT-20260107-00065.png,new year refresh bundle purchase
TX-RCPT-20260107-00066,RCPT-20260107-00066,2026-01-07T08:57:51,new_year_refresh,gamer,mobile_app,bank_transfer,878.00,43.90,83.41,15.99,933.50,2,USD,receipts/RCPT-20260107-00066.png,new year refresh bundle purchase
TX-RCPT-20260107-00067,RCPT-20260107-00067,2026-01-07T21:19:12,new_year_refresh,gamer,mobile_app,card,59.00,5.90,5.31,11.99,70.40,1,USD,receipts/RCPT-20260107-00067.png,new year refresh bundle purchase
TX-RCPT-20260107-00068,RCPT-20260107-00068,2026-01-07T14:17:00,new_year_refresh,small_business,in_store_pickup,card,209.85,0.00,20.98,15.99,246.82,3,USD,receipts/RCPT-20260107-00068.png,new year refresh bundle purchase
TX-RCPT-20260107-00069,RCPT-20260107-00069,2026-01-07T18:06:57,new_year_refresh,student,mobile_app,paypal,2186.00,65.58,212.04,0.00,2332.46,4,USD,receipts/RCPT-20260107-00069.png,new year refresh bundle purchase
TX-RCPT-20260107-00070,RCPT-20260107-00070,2026-01-07T22:52:30,new_year_refresh,family,in_store_pickup,google_pay,946.85,47.34,89.95,11.99,1001.45,6,USD,receipts/RCPT-20260107-00070.png,new year refresh bundle purchase
TX-RCPT-20260107-00071,RCPT-20260107-00071,2026-01-07T16:07:29,new_year_refresh,family,in_store_pickup,google_pay,976.00,97.60,87.84,0.00,966.24,4,USD,receipts/RCPT-20260107-00071.png,new year refresh bundle purchase
TX-RCPT-20260108-00072,RCPT-20260108-00072,2026-01-08T22:39:14,new_year_refresh,student,in_store_pickup,paypal,4255.15,212.76,404.24,0.00,4446.63,2,USD,receipts/RCPT-20260108-00072.png,new year refresh bundle purchase
TX-RCPT-20260108-00073,RCPT-20260108-00073,2026-01-08T15:07:06,new_year_refresh,professional,in_store_pickup,apple_pay,1398.00,69.90,132.81,0.00,1460.91,2,USD,receipts/RCPT-20260108-00073.png,new year refresh bundle purchase
TX-RCPT-20260108-00074,RCPT-20260108-00074,2026-01-08T14:17:02,new_year_refresh,family,web,paypal,1178.00,0.00,117.80,15.99,1311.79,2,USD,receipts/RCPT-20260108-00074.png,new year refresh bundle purchase
TX-RCPT-20260108-00075,RCPT-20260108-00075,2026-01-08T11:07:54,new_year_refresh,gamer,web,apple_pay,3745.00,187.25,355.78,0.00,3913.53,3,USD,receipts/RCPT-20260108-00075.png,new year refresh bundle purchase
TX-RCPT-20260108-00076,RCPT-20260108-00076,2026-01-08T11:37:13,new_year_refresh,professional,mobile_app,apple_pay,118.00,0.00,11.80,15.99,145.79,2,USD,receipts/RCPT-20260108-00076.png,new year refresh bundle purchase
TX-RCPT-20260108-00077,RCPT-20260108-00077,2026-01-08T13:50:50,new_year_refresh,professional,in_store_pickup,google_pay,158.00,0.00,15.80,0.00,173.80,2,USD,receipts/RCPT-20260108-00077.png,new year refresh bundle purchase
TX-RCPT-20260108-00078,RCPT-20260108-00078,2026-01-08T15:49:23,new_year_refresh,small_business,in_store_pickup,card,159.00,0.00,15.90,11.99,186.89,1,USD,receipts/RCPT-20260108-00078.png,new year refresh bundle purchase
TX-RCPT-20260108-00079,RCPT-20260108-00079,2026-01-08T15:54:25,new_year_refresh,gamer,in_store_pickup,card,1028.00,0.00,102.80,0.00,1130.80,2,USD,receipts/RCPT-20260108-00079.png,new year refresh bundle purchase
TX-RCPT-20260109-00080,RCPT-20260109-00080,2026-01-09T10:17:39,new_year_refresh,small_business,in_store_pickup,google_pay,1599.00,0.00,159.90,0.00,1758.90,1,USD,receipts/RCPT-20260109-00080.png,new year refresh bundle purchase
TX-RCPT-20260109-00081,RCPT-20260109-00081,2026-01-09T14:28:56,new_year_refresh,professional,mobile_app,google_pay,2406.00,72.18,233.38,0.00,2567.20,4,USD,receipts/RCPT-20260109-00081.png,new year refresh bundle purchase
TX-RCPT-20260109-00082,RCPT-20260109-00082,2026-01-09T09:05:53,new_year_refresh,student,web,paypal,128.95,3.87,12.51,11.99,149.58,2,USD,receipts/RCPT-20260109-00082.png,new year refresh bundle purchase
TX-RCPT-20260109-00083,RCPT-20260109-00083,2026-01-09T18:07:26,new_year_refresh,family,in_store_pickup,paypal,1637.00,81.85,155.52,0.00,1710.67,3,USD,receipts/RCPT-20260109-00083.png,new year refresh bundle purchase
TX-RCPT-20260109-00084,RCPT-20260109-00084,2026-01-09T21:35:23,new_year_refresh,student,mobile_app,bank_transfer,2133.15,106.66,202.65,0.00,2229.14,4,USD,receipts/RCPT-20260109-00084.png,new year refresh bundle purchase
TX-RCPT-20260109-00085,RCPT-20260109-00085,2026-01-09T08:11:17,new_year_refresh,family,mobile_app,google_pay,1503.15,75.16,142.80,0.00,1570.79,4,USD,receipts/RCPT-20260109-00085.png,new year refresh bundle purchase
TX-RCPT-20260109-00086,RCPT-20260109-00086,2026-01-09T14:26:29,new_year_refresh,family,web,google_pay,217.00,0.00,21.70,7.99,246.69,3,USD,receipts/RCPT-20260109-00086.png,new year refresh bundle purchase
TX-RCPT-20260109-00087,RCPT-20260109-00087,2026-01-09T10:10:48,new_year_refresh,small_business,web,card,1703.15,0.00,170.32,0.00,1873.47,2,USD,receipts/RCPT-20260109-00087.png,new year refresh bundle purchase
TX-RCPT-20260109-00088,RCPT-20260109-00088,2026-01-09T08:14:25,new_year_refresh,small_business,web,card,896.00,89.60,80.64,11.99,899.03,4,USD,receipts/RCPT-20260109-00088.png,new year refresh bundle purchase
TX-RCPT-20260109-00089,RCPT-20260109-00089,2026-01-09T15:47:27,new_year_refresh,professional,web,paypal,237.00,11.85,22.52,0.00,247.67,3,USD,receipts/RCPT-20260109-00089.png,new year refresh bundle purchase
TX-RCPT-20260110-00090,RCPT-20260110-00090,2026-01-10T14:45:40,new_year_refresh,gamer,mobile_app,card,1066.95,53.35,101.36,15.99,1130.95,4,USD,receipts/RCPT-20260110-00090.png,new year refresh bundle purchase
TX-RCPT-20260110-00091,RCPT-20260110-00091,2026-01-10T11:27:37,new_year_refresh,gamer,in_store_pickup,card,177.00,0.00,17.70,7.99,202.69,3,USD,receipts/RCPT-20260110-00091.png,new year refresh bundle purchase
TX-RCPT-20260110-00092,RCPT-20260110-00092,2026-01-10T16:32:12,new_year_refresh,family,mobile_app,apple_pay,2572.00,0.00,257.20,0.00,2829.20,3,USD,receipts/RCPT-20260110-00092.png,new year refresh bundle purchase
TX-RCPT-20260110-00093,RCPT-20260110-00093,2026-01-10T20:40:31,new_year_refresh,gamer,in_store_pickup,bank_transfer,59.00,0.00,5.90,0.00,64.90,1,USD,receipts/RCPT-20260110-00093.png,new year refresh bundle purchase
TX-RCPT-20260110-00094,RCPT-20260110-00094,2026-01-10T17:03:22,new_year_refresh,small_business,web,google_pay,906.00,90.60,81.54,11.99,908.93,4,USD,receipts/RCPT-20260110-00094.png,new year refresh bundle purchase
TX-RCPT-20260110-00095,RCPT-20260110-00095,2026-01-10T20:47:57,new_year_refresh,student,mobile_app,bank_transfer,928.00,92.80,83.52,15.99,934.71,2,USD,receipts/RCPT-20260110-00095.png,new year refresh bundle purchase
TX-RCPT-20260110-00096,RCPT-20260110-00096,2026-01-10T19:05:32,new_year_refresh,professional,web,apple_pay,237.00,0.00,23.70,11.99,272.69,3,USD,receipts/RCPT-20260110-00096.png,new year refresh bundle purchase
TX-RCPT-20260110-00097,RCPT-20260110-00097,2026-01-10T20:40:41,new_year_refresh,family,web,google_pay,3426.00,0.00,342.60,0.00,3768.60,4,USD,receipts/RCPT-20260110-00097.png,new year refresh bundle purchase
TX-RCPT-20260111-00098,RCPT-20260111-00098,2026-01-11T12:41:44,new_year_refresh,gamer,web,bank_transfer,1506.00,75.30,143.07,0.00,1573.77,4,USD,receipts/RCPT-20260111-00098.png,new year refresh bundle purchase
TX-RCPT-20260111-00099,RCPT-20260111-00099,2026-01-11T16:23:01,new_year_refresh,family,mobile_app,apple_pay,279.80,0.00,27.98,11.99,319.77,4,USD,receipts/RCPT-20260111-00099.png,new year refresh bundle purchase
TX-RCPT-20260111-00100,RCPT-20260111-00100,2026-01-11T16:49:34,new_year_refresh,small_business,web,google_pay,158.00,7.90,15.01,7.99,173.10,2,USD,receipts/RCPT-20260111-00100.png,new year refresh bundle purchase
TX-RCPT-20260111-00101,RCPT-20260111-00101,2026-01-11T19:15:28,new_year_refresh,small_business,mobile_app,paypal,1088.00,0.00,108.80,15.99,1212.79,2,USD,receipts/RCPT-20260111-00101.png,new year refresh bundle purchase
TX-RCPT-20260111-00102,RCPT-20260111-00102,2026-01-11T20:24:32,new_year_refresh,small_business,mobile_app,apple_pay,817.00,81.70,73.53,11.99,820.82,3,USD,receipts/RCPT-20260111-00102.png,new year refresh bundle purchase
TX-RCPT-20260111-00103,RCPT-20260111-00103,2026-01-11T20:10:17,new_year_refresh,gamer,in_store_pickup,apple_pay,1085.95,0.00,108.60,0.00,1194.55,5,USD,receipts/RCPT-20260111-00103.png,new year refresh bundle purchase
TX-RCPT-20260111-00104,RCPT-20260111-00104,2026-01-11T16:23:15,new_year_refresh,gamer,web,google_pay,118.00,11.80,10.62,0.00,116.82,2,USD,receipts/RCPT-20260111-00104.png,new year refresh bundle purchase
TX-RCPT-20260111-00105,RCPT-20260111-00105,2026-01-11T21:30:44,new_year_refresh,professional,in_store_pickup,paypal,118.00,0.00,11.80,0.00,129.80,2,USD,receipts/RCPT-20260111-00105.png,new year refresh bundle purchase
TX-RCPT-20260111-00106,RCPT-20260111-00106,2026-01-11T12:15:19,new_year_refresh,student,web,apple_pay,1148.00,114.80,103.32,0.00,1136.52,2,USD,receipts/RCPT-20260111-00106.png,new year refresh bundle purchase
TX-RCPT-20260112-00107,RCPT-20260112-00107,2026-01-12T19:09:18,new_year_refresh,gamer,web,bank_transfer,1922.00,57.66,186.43,0.00,2050.77,3,USD,receipts/RCPT-20260112-00107.png,new year refresh bundle purchase
TX-RCPT-20260112-00108,RCPT-20260112-00108,2026-01-12T08:40:24,new_year_refresh,family,mobile_app,card,177.00,0.00,17.70,11.99,206.69,3,USD,receipts/RCPT-20260112-00108.png,new year refresh bundle purchase
TX-RCPT-20260112-00109,RCPT-20260112-00109,2026-01-12T10:02:22,new_year_refresh,small_business,mobile_app,apple_pay,1398.00,69.90,132.81,0.00,1460.91,2,USD,receipts/RCPT-20260112-00109.png,new year refresh bundle purchase
TX-RCPT-20260112-00110,RCPT-20260112-00110,2026-01-12T08:18:12,new_year_refresh,student,web,card,2698.00,269.80,242.82,0.00,2671.02,2,USD,receipts/RCPT-20260112-00110.png,new year refresh bundle purchase
TX-RCPT-20260112-00111,RCPT-20260112-00111,2026-01-12T13:27:56,new_year_refresh,gamer,in_store_pickup,paypal,1086.95,54.35,103.26,0.00,1135.86,4,USD,receipts/RCPT-20260112-00111.png,new year refresh bundle purchase
TX-RCPT-20260112-00112,RCPT-20260112-00112,2026-01-12T14:38:52,new_year_refresh,professional,in_store_pickup,google_pay,118.00,0.00,11.80,7.99,137.79,2,USD,receipts/RCPT-20260112-00112.png,new year refresh bundle purchase
TX-RCPT-20260112-00113,RCPT-20260112-00113,2026-01-12T15:22:28,new_year_refresh,student,in_store_pickup,google_pay,59.00,5.90,5.31,0.00,58.41,1,USD,receipts/RCPT-20260112-00113.png,new year refresh bundle purchase
TX-RCPT-20260112-00114,RCPT-20260112-00114,2026-01-12T21:38:43,new_year_refresh,gamer,web,apple_pay,138.00,4.14,13.39,7.99,155.24,2,USD,receipts/RCPT-20260112-00114.png,new year refresh bundle purchase
TX-RCPT-20260112-00115,RCPT-20260112-00115,2026-01-12T13:28:48,new_year_refresh,student,in_store_pickup,apple_pay,128.95,3.87,12.51,11.99,149.58,2,USD,receipts/RCPT-20260112-00115.png,new year refresh bundle purchase
TX-RCPT-20260112-00116,RCPT-20260112-00116,2026-01-12T22:35:07,new_year_refresh,family,mobile_app,paypal,158.00,4.74,15.33,11.99,180.58,2,USD,receipts/RCPT-20260112-00116.png,new year refresh bundle purchase
TX-RCPT-20260113-00117,RCPT-20260113-00117,2026-01-13T09:51:43,new_year_refresh,family,in_store_pickup,google_pay,306.95,9.21,29.77,11.99,339.50,4,USD,receipts/RCPT-20260113-00117.png,new year refresh bundle purchase
TX-RCPT-20260113-00118,RCPT-20260113-00118,2026-01-13T13:35:36,new_year_refresh,family,mobile_app,bank_transfer,886.00,26.58,85.94,7.99,953.35,4,USD,receipts/RCPT-20260113-00118.png,new year refresh bundle purchase
